run_id,datetime,random_seed,model_phase1,model_phase2,temperature,prompt_variant,spec_status,sample_selection,outcome_definition,treatment_definition,model_type,model_specification_line,control_variables,fixed_effects,sample_weighting,se_adjustment,point_est,SE,sample_size,execution_status
run_20260330T163332Z_6f6671,2026-03-30T16:33:32Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"2006 <= year <= 2016 | hispan == 1 and bpl == 200 (Mexican origin) | citizen == 3 (non-citizen) | 18 <= age <= 35 and 1977 <= birthyr <= 1996 | yrimmig <= birthyr + 15 and yrimmig <= 2007 (arrived before June 15, 2007) | perwt > 0, statefip between 1 and 99, and empstat observed",((empstat == 1) & (uhrswork >= 35)).astype(float),((birthyr >= 1982) & (birthyr <= 1996) & (yrimmig <= birthyr + 15) & (yrimmig <= 2007)).astype(int),WLS,"model = sm.WLS(df[""full_time""], design, weights=df[""perwt""]).fit(cov_type=""HC1"")",,,"df[""perwt""]",HC1,0.08032739545322314,0.005502859400551605,234270,success
run_20260330T165617Z_e48b00,2026-03-30T16:56:17Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 | hispand in {100, 102, 103, 104, 105, 106, 107} to capture Mexican-origin Hispanic respondents | birthplace code bpl == 200 (Mexico) | citizen status in {2, 3} to focus on non-citizens or non-reported respondents | age between 18 and 40 in each survey year | non-missing immigration year (yrimmig > 0)",(empstat == 1) & (uhrswork >= 35),(yrimmig <= 2007) & ((yrimmig - birthyr) <= 15) & (birthyr >= 1981),OLS,"model = smf.ols(""full_time ~ treatment + C(year)"", data=df, weights=df[""perwt""])",,C(year),"df[""perwt""]",,-0.04714517306740409,0.0028294529168987666,142377,success
run_20260330T173122Z_41574a,2026-03-30T17:31:22Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 inclusive | hispan == 1 and hispand in {100, 102, 103, 104, 105, 106, 107} | bpl == 200 (Mexico birthplace) | age between 18 and 35 | citizen == 3 (noncitizen status code indicating undocumented/noncitizen) | yrimmig > 0",(labforce == 1) and (wrklstwk == 1) and (uhrswork >= 35),1981 <= birthyr <= 1997 and (yrimmig - birthyr) <= 15 and yrimmig <= 2007,WLS,"model = smf.wls(""full_time ~ DACA_eligible + C(year) + C(statefip)"", data=df, weights=df[""weight""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",,C(year) | C(statefip),"df[""weight""]","cluster; {""groups"": df[""statefip""]}",0.0039937925307575095,0.0015932257962527863,81765,success
run_20260330T180805Z_bb7bc1,2026-03-30T18:08:05Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 (post-DACA years) | Mexican-origin noncitizens (hispan == 1, bpl == 200, citizen == 3) aged 18-34 with yrimmig > 0 and perwt > 0 | plausible arrival age (imm_age >= 0) and usual hours recorded between 0 and 96",full_time = (uhrswork >= 35),treatment = (birthyr >= 1982) & (yrimmig <= 2007) & (imm_age <= 15),WLS,"model = smf.wls(""full_time ~ treatment + C(year) + C(statefip)"", data=sample, weights=sample[""perwt""]).fit()",,C(year) | C(statefip),"sample[""perwt""]",,-0.03563194353740489,0.0036599320114158278,74970,success
run_20260330T182449Z_ed3335,2026-03-30T18:24:49Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year in [2013, 2014, 2015, 2016] | birthplace == 200 (Mexico), hispanic codes ∈ {100,102,103,104,105,106,107}, and citizen == 3 | age between 18 and 35 with non-missing birthyr, yrimmig, empstat, uhrswork, and perwt > 0 | yrimmig between 1990 and 2007 so the cohort arrived before the June 2007 cutoff | 0 <= age_at_arrival <= 40 to stay within plausible arrival ages for this adult cohort","(empstat in [1, 2]) and (uhrswork >= 35)",(age_at_arrival <= 15) and (birthyr >= 1982) and (yrimmig <= 2007),WLS,"results = smf.wls('full_time ~ treatment + age + I(age**2) + LFPR + UNEMP + C(year) + C(statefip)', data=df, weights=df['perwt']).fit(cov_type='HC1')",age | I(age**2) | LFPR | UNEMP,C(year) | C(statefip),df['perwt'],HC1,0.04219646599564306,0.006601285525824439,63167,success
run_20260330T192002Z_63ff8e,2026-03-30T19:20:02Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,missing_spec,,,,,,,,,,,,,no_results
run_20260330T192813Z_a904ea,2026-03-30T19:28:13Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"ACS years 2009-2016, ages 18-40, Mexican-born Hispanics (bpl=200 and hispan=1) with positive person weights and reported immigration years. | Restricted to respondents with a reasonable age-at-arrival, so that the eligible cohort can be contrasted with counterparts who arrived later or were born outside the DACA age window.","full_time = (empstat in {1, 2}) and usual hours worked (uhrswork) >= 35.","eligible = birthyr in [1982, 1996], yrimmig <= 2007, and arrival age (yrimmig - birthyr) <= 15 (approximate DACA criteria).",WLS,"smf.wls('full_time ~ eligible * post + age + UNEMP + C(year) + C(statefip)', data=df, weights=df['perwt'], missing='drop').fit()",age | UNEMP,C(year) | C(statefip),df['perwt'],,0.0727512801976545,0.004453201055165036,212471,success
run_20260330T194811Z_83a3f3,2026-03-30T19:48:11Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,year between 2013 and 2016 | hispan == 1 (Mexican origin) | bpl == 200 (born in Mexico) | birthyr between 1978 and 1998 (turns 16-34 in 2012) | yrimmig between 1900 and 2012 (immigrated before June 2012 cutoff) | perwt > 0,"(empstat in [1, 2]) & (35 <= uhrswork <= 98)",(citizen == 3) & (1982 <= birthyr <= 1996) & (yrimmig <= 2007) & ((yrimmig - birthyr) < 16),unknown,"fit_result = model.fit(weights=sample[""perwt""], cov_type=""HC3"")",,,"sample[""perwt""]",HC3,0.06469195176694936,0.0032437358196192654,113013,success
run_20260330T200256Z_0fa0b3,2026-03-30T20:02:56Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 | hispan == 1 (Mexican origin) | bpl == 200 (born in Mexico) | citizen == 3 (noncitizen) | sex in [1,2] | age between 16 and 45 | birthyr between 1975 and 2000 | yrimmig between 1900 and 2012 | perwt > 0, uhrswork observed, and arrival_age = yrimmig - birthyr >= 0",(uhrswork >= 35).astype(int),((birthyr >= 1981) & (birthyr <= 1997) & (yrimmig <= 2007) & ((yrimmig - birthyr) < 16)).astype(int),WLS,"model = smf.wls(formula, data=sample, weights=sample['perwt'])",,,sample['perwt'],,0.07731754820014813,0.004109995128588327,111091,success
run_20260330T222721Z_66fc2d,2026-03-30T22:27:21Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 | hispan == 1 (Mexican) and bpl == 200 (Mexico-born), citizen == 2 (non-citizen) | yrimmig between 1900 and 2007, age between 18 and 45, perwt > 0 to focus on working-age migrants | arrival_age (yrimmig - birthyr) must be non-missing and between 0 and 60 so we can classify DACA eligibility",full_time = (uhrswork >= 35) & (uhrswork <= 96),treatment = (birthyr between 1982 and 1997) & (arrival_age <= 15),WLS,"model = smf.wls('full_time ~ treatment + C(year) + birthyr', data=analysis_df, weights=analysis_df['perwt']).fit(cov_type='HC3')",birthyr,C(year),analysis_df['perwt'],HC3,0.03078717739441923,0.010924418276369452,35847,success
run_20260330T224606Z_ab65f6,2026-03-30T22:46:06Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,"year between 2013 and 2016 | hispan == 1 and bpl == 200 (Mexican-born Hispanics) | yrimmig <= 2007, birthyr between 1975 and 1996, and age between 18 and 35 | perwt > 0 and uhrswork recorded",full_time = (uhrswork >= 35),daca_eligible = (yrimmig <= 2007) & ((age - (year - 2007)) <= 16) & (birthyr >= 1982),WLS,"results = sm.WLS(df['full_time'], sm.add_constant(df[['daca_eligible', 'female', 'age', 'year']]), weights=df['perwt']).fit(cov_type='HC1')",,,df['perwt'],HC1,-0.1115069785758537,0.007646984758408266,84078,success
run_20260330T230432Z_5d13dd,2026-03-30T23:04:32Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,available,2013 <= year <= 2016 | hispan == 1 and bpl == 200 | 1982 <= birthyr <= 1996 and 1 <= yrimmig <= 2012 | perwt > 0 and 0 <= uhrswork <= 96 | yrimmig - birthyr >= 0,"((empstat.isin([1, 2])) & (uhrswork >= 35)).astype(float)",((yrimmig <= 2007) & ((yrimmig - birthyr) <= 15)).astype(int),WLS,"model = sm.WLS(df[""full_time""], X, weights=df[""perwt""])",,,"df[""perwt""]",,0.02222900139010756,0.003836701597272342,75398,success
run_20260330T232736Z_10491e,2026-03-30T23:27:36Z,,gpt-5.1-codex-mini,gpt-5.1-codex-mini,,,missing_spec,,,,,,,,,,,,,no_results
run_20260331T081159Z_bb858c,2026-03-31T08:11:59Z,,gpt-5.4,gpt-5.4,,,available,"2013 <= year <= 2016 | hispan == 1 | bpl == 200 | citizen == 3 | 1 <= yrimmig <= 2007 | 0 <= (yrimmig - birthyr) < 16 | birthqtr in {1, 2, 3, 4} | (school == 2) or (62 <= educd < 900) | empstat != 9 | abs(age_on_june_15_2012 - 31) <= 5",int((empstat == 1) and (35 <= uhrswork <= 98)),int(age_on_june_15_2012 <= 30),WLS,"fit = smf.wls(""fulltime_employed ~ daca_eligible + running + daca_eligible:running + C(year) + C(statefip)"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""HC1"")",running | daca_eligible:running,C(year) | C(statefip),"analysis_df[""perwt""]",HC1,0.07027954436912968,0.026912436585236354,8265,success
run_20260331T083157Z_2803f3,2026-03-31T08:31:57Z,,gpt-5.4,gpt-5.4,,,available,"year >= 2009 and year <= 2016 and year != 2012 | bpl == 200 | hispan == 1 | citizen == 3 | yrimmig > 0 and yrimmig <= 2007 | school == 1 | 18 <= age <= 40 | birthyr > 0 and birthqtr in {1, 2, 3, 4} | sex in {1, 2} | empstat != 9 and uhrswork != 99 | state-year successfully merged to policy_labor_market_data.csv","((df[""empstat""] == 1) & (df[""uhrswork""] >= 35)).astype(int)","(((df[""yrimmig""] - df[""birthyr""]) <= 15) & ((df[""birthyr""] > 1981) | ((df[""birthyr""] == 1981) & (df[""birthqtr""] >= 3))) & (df[""yrimmig""] <= 2007) & (df[""citizen""] == 3)).astype(int)",WLS,"model = smf.wls(formula=MODEL_FORMULA, data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",,,"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.025089536381693072,0.006439573127147959,186873,success
run_20260331T084211Z_14bfbb,2026-03-31T08:42:11Z,,gpt-5.4,gpt-5.4,,,available,2006 <= year <= 2016 | year != 2012 | gq <= 2 | hispan == 1 | bpl == 200 | citizen == 3 | yrimmig > 0 | yrimmig <= 2007 | (yrimmig - birthyr) <= 15 | 27 <= age_in_2012 <= 34 | educ != 99,((analysis_df['empstat'] == 1) & (analysis_df['uhrswork'] >= 35)).astype(int),(analysis_df['age_in_2012'] <= 30).astype(int),WLS,"model = smf.wls(""full_time_employed ~ eligible * post_2012 + age_in_2012 + I(age_in_2012 ** 2) + C(sex) + C(educ_group) + UNEMP + LFPR + C(statefip) + C(year)"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""HC1"")",age_in_2012 | I(age_in_2012 ** 2) | UNEMP | LFPR,C(sex) | C(educ_group) | C(statefip) | C(year),"analysis_df[""perwt""]",HC1,0.0507870334612019,0.012348333198998255,33437,success
run_20260331T085054Z_d1c180,2026-03-31T08:50:54Z,,gpt-5.4,gpt-5.4,,,available,year in 2006-2011 or 2013-2016 (exclude transition year 2012) | hispan == 1 | bpl == 200 | citizen == 3 | yrimmig > 0 and yrimmig <= 2007 | arrival_age = age - (year - yrimmig); keep 0 <= arrival_age < 16 | 1979 <= birthyr <= 1988,"((analysis_df[""empstat""] == 1) & (analysis_df[""uhrswork""] >= 35)).astype(int)","(analysis_df[""birthyr""] >= 1982).astype(int)",WLS,"result = smf.wls(""full_time_employed ~ daca_eligible * post + age + I(age ** 2) + sex + UNEMP + C(year) + C(statefip)"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""HC1"")",age | I(age ** 2) | sex | UNEMP,C(year) | C(statefip),"analysis_df[""perwt""]",HC1,-0.02192113718054886,0.016765617760285352,50651,success
run_20260331T085950Z_72ec92,2026-03-31T08:59:50Z,,gpt-5.4,gpt-5.4,,,available,"df['year'].isin([2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2016]) | df['hispan'] == 1 | df['bpl'] == 200 | df['citizen'] == 3 | df['yrimmig'].between(1, 2007) | (df['yrimmig'] - df['birthyr']).between(0, 15) | df['birthyr'].between(1978, 1984) | df['birthyr'] != 1981 | df['empstat'].isin([1, 2, 3]) | df['sex'].isin([1, 2]) | df['educ'] != 99",((df['empstat'] == 1) & (df['uhrswork'] >= 35)).astype(int),(df['birthyr'] >= 1982).astype(int),WLS,"results = smf.wls(""full_time_employed ~ daca_eligible * post_daca + C(year) + C(statefip) + C(sex) + C(educ) + UNEMP + LFPR + DRIVERSLICENSES + INSTATETUITION + STATEFINANCIALAID + HIGHEREDBAN + EVERIFY + LIMITEVERIFY + OMNIBUS + JAIL287G"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": analysis_df[""statefip""]})",UNEMP | LFPR | DRIVERSLICENSES | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | JAIL287G,C(year) | C(statefip) | C(sex) | C(educ),"analysis_df[""perwt""]","cluster; {""groups"": analysis_df[""statefip""]}",0.04874003169092067,0.010722689455565754,24637,success
run_20260331T091753Z_5cca11,2026-03-31T09:17:53Z,,gpt-5.4,gpt-5.4,,,available,"df[""year""].isin([2006, 2007, 2008, 2009, 2010, 2011, 2013, 2014, 2015, 2016]) | df[""gq""].isin([1, 2, 5]) | df[""hispan""] == 1 | df[""bpl""] == 200 | df[""citizen""] == 3 | df[""yrimmig""] <= 2007 | (df[""yrimmig""] - df[""birthyr""]) < 16 | (df[""age""] - (df[""year""] - 2012)).between(15, 34) | ((df[""school""] == 2) | (df[""educd""] >= 62) | (df[""vetstat""] == 2)) | df[""sex""].isin([1, 2]) | df[""marst""].isin([1, 2, 3, 4, 5, 6]) | df[""empstat""].isin([1, 2, 3])","((df[""empstat""] == 1) & (df[""uhrswork""] >= 35)).astype(int)","((df[""age""] - (df[""year""] - 2012)) <= 30).astype(int)",WLS,"model = smf.wls(""full_time_employed ~ treated + treated_post + age2012 + I(age2012 ** 2) + C(sex) + C(marst) + C(state_year)"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": analysis_df[""statefip""]})",treated_post | age2012 | I(age2012 ** 2),C(sex) | C(marst) | C(state_year),"analysis_df[""perwt""]","cluster; {""groups"": analysis_df[""statefip""]}",0.2833259572017852,0.01303846691893786,60736,success
run_20260331T094236Z_0ab6e8,2026-03-31T09:42:36Z,,gpt-5.4,gpt-5.4,,,available,"2006 <= year <= 2016 | hispan == 1 | bpl == 200 | citizen in (3, 4, 5) | 0 < yrimmig <= 2007 | 0 <= (yrimmig - birthyr) < 16 | (school == 2) or (educd >= 62) or (vetstat == 2) | 25 <= age_in_2012 <= 35",int((empstat == 1) and (uhrswork >= 35)),"int((((birthyr > 1981) or ((birthyr == 1981) and (birthqtr in (3, 4)))) and ((yrimmig - birthyr) < 16) and (yrimmig <= 2007) and ((school == 2) or (educd >= 62) or (vetstat == 2)) and (citizen in (3, 4, 5))))",WLS,"results = smf.wls(""full_time_employed ~ daca_eligible * post_2013_2016 + age_in_2012 + I(age_in_2012 ** 2) + C(year) + C(statefip) + C(sex) + C(educ_group) + UNEMP + LFPR + EVERIFY + DRIVERSLICENSES + INSTATETUITION"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": analysis_df[""statefip""]})",age_in_2012 | I(age_in_2012 ** 2) | UNEMP | LFPR | EVERIFY | DRIVERSLICENSES | INSTATETUITION,C(year) | C(statefip) | C(sex) | C(educ_group),"analysis_df[""perwt""]","cluster; {""groups"": analysis_df[""statefip""]}",0.07613822730573919,0.016748827302894818,29385,success
run_20260331T095236Z_6b8fa9,2026-03-31T09:52:36Z,,gpt-5.4,gpt-5.4,,,available,2008 <= year <= 2016 | hispan == 1 | bpl == 200 | citizen == 3 | (yrimmig > 0) and (yrimmig <= 2007) | (yrimmig - birthyr) < 16 | (school == 2) or (educ >= 6) | 19 <= (2012 - birthyr) <= 34,((empstat == 1) and (uhrswork >= 35)),((2012 - birthyr) <= 30),WLS,"result = smf.wls('full_time_employed ~ daca_eligible + treat_post + age + age_sq + female + hs_or_more + UNEMP + LFPR + DRIVERSLICENSES + EVERIFY + C(year) + C(statefip)', data=analysis_df, weights=analysis_df['perwt']).fit(cov_type='cluster', cov_kwds={'groups': analysis_df['statefip']})",treat_post | age | age_sq | female | hs_or_more | UNEMP | LFPR | DRIVERSLICENSES | EVERIFY,C(year) | C(statefip),analysis_df['perwt'],cluster; {'groups': analysis_df['statefip']},-0.027758768886277208,0.019890945090322854,51697,success
run_20260331T100117Z_2719fa,2026-03-31T10:01:17Z,,gpt-5.4,gpt-5.4,,,available,2006 <= year <= 2016 and year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | yrimmig <= 2007 | (yrimmig - age) <= (year - 16) | 19 <= age_2012 <= 34 | (educd >= 62) or (school == 2),int((empstat == 1) and (uhrswork >= 35)),int(age_2012 <= 30),WLS,"result = smf.wls(model_formula, data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": analysis_df[""statefip""]})",,,"analysis_df[""perwt""]","cluster; {""groups"": analysis_df[""statefip""]}",0.17900324696338393,0.01092272573897897,101150,success
run_20260331T100806Z_c2f942,2026-03-31T10:08:06Z,,gpt-5.4,gpt-5.4,,,available,"year in [2006, 2011] or [2013, 2016], excluding 2012 | statefip is a U.S. state or District of Columbia with a matching state-year policy row | bpl == 200 (Mexico) | hispand in {100, 102, 103, 104, 105, 107} (Mexican-origin Hispanic codes) | citizen == 3 (noncitizen) | 1977 <= birthyr <= 1986 | yrimmig <= 2007 | 0 <= (yrimmig - birthyr) <= 15",int((empstat == 1) and (35 <= uhrswork <= 98)),int(birthyr >= 1981),WLS,"model = smf.wls(""full_time_employed ~ daca_eligible * post_daca + C(year) + C(statefip) + C(sex) + C(educ) + UNEMP + LFPR"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""HC1"")",UNEMP | LFPR,C(year) | C(statefip) | C(sex) | C(educ),"analysis_df[""perwt""]",HC1,0.05209773814713005,0.011559108143774435,44136,success
run_20260331T102136Z_f7d840,2026-03-31T10:21:36Z,,gpt-5.4,gpt-5.4,,,available,Keep single-year ACS observations from 2006-2011 and 2013-2016 (drop 2012 and all PRCS / multi-year samples). | Restrict to ethnically Mexican respondents (hispan == 1) who were born in Mexico (bpl == 200). | Restrict to noncitizens (citizen == 3) who are not currently attending school (school == 1). | Restrict to likely childhood arrivals with yrimmig <= 2007 and arrival_age = yrimmig - birthyr between 0 and 15. | Restrict to the birth-cohort window 1975-1994 and interview ages 18-45.,"((chunk['empstat'].isin([1, 2])) & (chunk['uhrswork'] >= 35)).astype(int)",((chunk['birthyr'] >= 1982).astype(int) * (chunk['year'] >= 2013).astype(int)),WLS,"model = smf.wls(""full_time_employed ~ treatment + C(birthyr) + C(year) + C(statefip) + age + I(age ** 2) + C(sex) + C(educ) + UNEMP + DRIVERSLICENSES + EVERIFY"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": analysis_df[""statefip""]})",age | I(age ** 2) | UNEMP | DRIVERSLICENSES | EVERIFY,C(birthyr) | C(year) | C(statefip) | C(sex) | C(educ),"analysis_df[""perwt""]","cluster; {""groups"": analysis_df[""statefip""]}",-0.012591184624864794,0.012607975768764847,74376,success
run_20260331T103823Z_920ce7,2026-03-31T10:38:23Z,,gpt-5.4,gpt-5.4,,,available,"df[""year""].between(2008, 2016) & (df[""year""] != 2012) | df[""statefip""].isin(valid_states) | df[""hispan""] == 1 | df[""bpl""] == 200 | df[""citizen""] == 3 | df[""yrimmig""].between(1900, 2007) | (df[""yrimmig""] - df[""birthyr""]) < 16 | df[""birthyr""].between(1979, 1984) | df[""birthqtr""].isin([1, 2, 3, 4]) | (df[""school""] == 2) | (df[""educd""] >= 62)","((df[""empstat""] == 1) & (df[""uhrswork""] >= 35)).astype(int)","((df[""year""] >= 2013).astype(int) * (((df[""birthyr""] > 1981) | ((df[""birthyr""] == 1981) & (df[""birthqtr""] >= 3))).astype(int)))",WLS,"model = smf.wls(""full_time_employed ~ daca_eligible + treatment + C(year) + C(statefip) + age_on_june_15_2012 + I(age_on_june_15_2012 ** 2) + female + in_school + hs_or_more + UNEMP + EVERIFY + DRIVERSLICENSES"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": analysis_df[""statefip""]})",treatment | age_on_june_15_2012 | I(age_on_june_15_2012 ** 2) | female | in_school | hs_or_more | UNEMP | EVERIFY | DRIVERSLICENSES,C(year) | C(statefip),"analysis_df[""perwt""]","cluster; {""groups"": analysis_df[""statefip""]}",0.06475793141817086,0.02137561697917301,10282,success
run_20260331T104803Z_97753c,2026-03-31T10:48:03Z,,gpt-5.4,gpt-5.4,,,available,2008 <= year <= 2016 and year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | yrimmig > 0 and yrimmig <= 2007 | (yrimmig - birthyr) <= 15 | 25 <= age_2012 <= 36 | age >= 18,int((empstat == 1) and (35 <= uhrswork < 99)),int(age_2012 <= 30),WLS,"model = smf.wls(""full_time_employed ~ treatment * post + C(age_2012) + C(year) + C(statefip) + UNEMP + LFPR + DRIVERSLICENSES + INSTATETUITION + EVERIFY + SECURECOMMUNITIES"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": analysis_df[""statefip""]})",UNEMP | LFPR | DRIVERSLICENSES | INSTATETUITION | EVERIFY | SECURECOMMUNITIES,C(age_2012) | C(year) | C(statefip),"analysis_df[""perwt""]","cluster; {""groups"": analysis_df[""statefip""]}",0.0591068089380668,0.008101792588858708,40496,success
run_20260331T110619Z_cf518f,2026-03-31T11:06:19Z,,gpt-5.4,gpt-5.4,,,available,"year in {2009, 2010, 2011, 2013, 2014, 2015, 2016} | 1 <= statefip <= 56 | gq in {1, 2, 5} | hispan == 1 | bpl == 200 | citizen == 3 | 0 <= (yrimmig - birthyr) < 16 | yrimmig <= 2007 | birthyr between 1977 and 1986, excluding 1981 | (school == 2) or (educd >= 62) or (vetstatd in {21, 22, 23}) | sex in {1, 2} | empstat in {1, 2, 3}",int((empstat == 1) and (uhrswork >= 35)),int(birthyr >= 1982),WLS,"result = smf.wls(formula, data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": analysis_df[""statefip""]})",,,"analysis_df[""perwt""]","cluster; {""groups"": analysis_df[""statefip""]}",0.1310935055926058,0.0381395363698129,13833,success
run_20260331T111958Z_56c76e,2026-03-31T11:19:58Z,,gpt-5.4,gpt-5.4,,,available,"(year >= 2006) & (year <= 2016) & (year != 2012) | (hispan == 1) & (bpl == 200) | citizen == 3 | (yrimmig <= birthyr + 15) & (yrimmig <= 2007) | (birthyr >= 1979) & (birthyr <= 1986) | (statefip >= 1) & (statefip <= 56) | empstat.isin([1, 2, 3]) | (uhrswork >= 0) & (uhrswork <= 99)",((empstat == 1) & (uhrswork >= 35)).astype(int),((yrimmig <= birthyr + 15) & (yrimmig <= 2007) & ((2012 - birthyr) < 31)).astype(int),WLS,"model = smf.wls(""full_time ~ eligible * post + age + I(age ** 2) + C(statefip) + C(year) + UNEMP + DRIVERSLICENSES + EVERIFY"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""HC1"")",age | I(age ** 2) | UNEMP | DRIVERSLICENSES | EVERIFY,C(statefip) | C(year),"analysis_df[""perwt""]",HC1,0.04327110338866841,0.020102825887932843,37930,success
run_20260331T112655Z_32582b,2026-03-31T11:26:55Z,,gpt-5.4,gpt-5.4,,,available,"year in [2008, 2009, 2010, 2011, 2013, 2014, 2015, 2016] | 18 <= age <= 40 | bpl == 200 | 100 <= hispand <= 107 | citizen == 3 | yrimmig <= 2007 | yrimmig - birthyr < 16","((df[""empstat""].isin([1, 2])) & df[""uhrswork""].between(35, 99)).astype(int)","(df[""birthyr""] >= 1982).astype(int)",WLS,"results = smf.wls(""full_time_employed ~ post + daca_eligible:post + C(age_2012) + C(arrival_age) + C(year) + C(statefip) + C(sex) + UNEMP + LFPR"", data=df, weights=df[""perwt""]).fit(cov_type=""HC1"")",daca_eligible:post | UNEMP | LFPR,C(age_2012) | C(arrival_age) | C(year) | C(statefip) | C(sex),"df[""perwt""]",HC1,0.1301694831565402,0.00881793072985119,84295,success
run_20260331T113726Z_8f6d81,2026-03-31T11:37:26Z,,gpt-5.4,gpt-5.4,,,available,"2006 <= year <= 2016 and year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | yrimmig > 0 and yrimmig <= 2007 | arrival_age < 16, where arrival_age = yrimmig - (year - age) | 24 <= age_2012 <= 36, where age_2012 = age - (year - 2012) | age >= 18 | statefip matched to policy_labor_market_data.csv",((analysis_df['empstat'] == 1) & (analysis_df['uhrswork'] >= 35)).astype(int),(analysis_df['age_2012'] < 31).astype(int),WLS,"model = smf.wls(""full_time ~ daca_eligible * post + C(age_2012) + C(year) + C(statefip) + C(sex) + C(educ) + UNEMP + LFPR"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": analysis_df[""statefip""]})",UNEMP | LFPR,C(age_2012) | C(year) | C(statefip) | C(sex) | C(educ),"analysis_df[""perwt""]","cluster; {""groups"": analysis_df[""statefip""]}",0.0866299030439185,0.012683726514022881,61449,success
run_20260331T114808Z_3293e9,2026-03-31T11:48:08Z,,gpt-5.4,gpt-5.4,,,available,2006 <= year <= 2016 and year != 2012 | hispan == 1 | bpld == 20000 | citizen == 3 | 1979 <= birthyr <= 1984 and birthyr != 1981 | 1980 <= yrimmig <= 2007 | yrimmig <= birthyr + 15,int((empstat == 1) and (uhrswork >= 35)),int(birthyr >= 1982) * int(2013 <= year <= 2016),WLS,"results = smf.wls(""full_time_employed ~ treatment + C(birthyr) + C(year) + C(statefip) + sex + UNEMP + LFPR + DRIVERSLICENSES + EVERIFY + SECURECOMMUNITIES"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": analysis_df[""statefip""]})",sex | UNEMP | LFPR | DRIVERSLICENSES | EVERIFY | SECURECOMMUNITIES,C(birthyr) | C(year) | C(statefip),"analysis_df[""perwt""]","cluster; {""groups"": analysis_df[""statefip""]}",0.05800214774101271,0.009336296551894873,21313,success
