run_id,data_profile,datetime,random_seed,model_phase1,model_phase2,temperature,prompt_variant,spec_status,sample_selection,outcome_definition,treatment_definition,model_type,model_specification_line,control_variables,fixed_effects,sample_weighting,se_adjustment,point_est,SE,t_stat,sample_size,execution_status,treated_group_size
run_20260507T032534Z_fb609e,expanded,2026-05-07T03:25:34Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"hispan == 1 (Mexican ethnicity) | bpl == 200 (Mexican-born) | citizen in [3, 4, 5] (non-citizen or undocumented status) | age >= 16 and age <= 31 (arrived before age 16, not yet 31 by June 2012)",(empstat == 1) & (uhrswork >= 35),year >= 2013,unknown,"model = WLS(y, X, weights=weights); results = model.fit()",,,weights,,-0.0120178693411421,0.0023777626340285,-5.054276305,213475,success,61565.0
run_20260507T033600Z_52564f,expanded,2026-05-07T03:36:00Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"hispan == 1 (Hispanic origin = Mexican) | bpl == 200 (Birthplace = Mexico) | citizen in [3, 4, 5] (Non-citizen) | year in [2013, 2014, 2015, 2016] (Post-DACA years) | age in [16, 65] (Working age) | yrimmig <= 2007 (Arrived before continuous residence cutoff) | arrival_age < 16 (Arrived before age 16)",(empstat == 1) & (uhrswork >= 35),(birth_year >= 1981),WLS,"LinearRegression().fit(X, y, sample_weight=weights)",,,weights,,-0.1221918132181964,0.0045336160600687,-26.95239553,55783,success,37411.0
run_20260507T034943Z_f23ae8,expanded,2026-05-07T03:49:43Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"hispan == 1 (Mexican, per ACS codes) | bpl == 200 (Mexico, per ACS birthplace codes) | citizen in (3, 5) (not a citizen or citizenship status not reported) | age >= 16 and age <= 30 (at least 16 by June 15, 2012; under 31 on June 15, 2012) | year in (2013, 2014, 2015, 2016) (post-DACA implementation period) | empstat != 0 and empstat != 9 (employment status reported) | uhrswork != 0 (usual hours worked per week reported)",(empstat == 1) & (uhrswork >= 35),"Age-based DACA eligibility indicator: 1 if would have been age 16-30 in June 2012 (i.e., for survey year Y, treatment=1 if age in [Y-2012+16, Y-2012+30])",unknown,"wls('fulltime ~ C(treatment) + C(state_str) + C(year_str) + age', data=df, weights=df['perwt']).fit()",age,C(treatment) | C(state_str) | C(year_str),df['perwt'],,0.2601907310462712,0.0131457916999782,19.7927015,38279,success,36646.0
run_20260507T041304Z_9430ea,expanded,2026-05-07T04:13:04Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"bpl == 200 (Mexican-born) | hispan == 1 (Ethnically Hispanic-Mexican) | age >= 16 AND age <= 40 (Working-age population) | year in [2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016] (Pre- and post-DACA period) | empstat in [1, 2] (Employed or unemployed, in labor force) | uhrswork not missing (Have usual hours worked data)",(empstat == 1) AND (uhrswork >= 35),"(bpl == 200) AND (hispan == 1) AND (age_at_daca >= 15) AND (age_at_daca <= 30) AND (citizen in [3, 4, 5])",unknown,"OLS linear probability model: fulltime = β0 + β1*daca_eligible + β2*post_daca + β3*(daca_eligible * post_daca), estimated with person weights",,,,,0.0420731377838943,0.0033801593942324,12.44708692,301772,success,105396.0
run_20260507T043123Z_bc2400,expanded,2026-05-07T04:31:23Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"hispan == 1 | bpl == 200 | citizen in [3, 4, 5] | year >= 2013 | year <= 2016 | age >= 16 | age <= 50",(empstat == 1) & (uhrswork >= 35),(birthyr >= 1982) & (birthyr <= 1998),unknown,"WLS(fulltime_employed, add_constant(daca_eligible), weights=perwt).fit()",,,perwt,,-0.0516101806072914,0.0023948781327263,-21.55023252,178604,success,68862.0
run_20260507T044459Z_5e80c3,expanded,2026-05-07T04:44:59Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"hispan == 1 | bpl == 200 | citizen in (3, 4, 5) | age >= 16 | year in (2013, 2014, 2015, 2016)",(empstat == 1) & (uhrswork >= 35),yrimmig <= 2007,unknown,"model = ols('full_time ~ daca_eligible + C(year_fe) + C(state)', data=df).fit(weights=df['perwt'] / 100)",,C(year_fe) | C(state),df['perwt'] / 100,,0.0326892036955425,0.0033755598670913,9.684083525,230678,success,205836.0
run_20260507T051645Z_087add,expanded,2026-05-07T05:16:45Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,Hispanic Mexican (hispan == 1) | Born in Mexico (bpl == 200) | Age between 16 and 50 years old | Years 2013-2016 (post-DACA period),(empstat == 1) & (uhrswork >= 35),"(citizen in [3, 4, 5]) & (age_in_2012 >= 15) & (age_in_2012 <= 31)",WLS,"sm.WLS(y, sm.add_constant(X[['daca_eligible']]), weights=weights_norm).fit()",,,weights_norm,,-0.0549870381413927,0.0023222955212974,-23.67788149,236025,success,56556.0
run_20260507T052756Z_848423,expanded,2026-05-07T05:27:56Z,,claude-haiku-4.5,claude-haiku-4.5,,,available,"bpl == 200 (Mexico) | hispan == 1 (Mexican) | citizen in [3,4,5] (noncitizen/status not reported) | age 18-65","1 if uhrswork >= 35 and uhrswork != 99, else 0","1 if age_in_2012 in [16,31] and arrival_year <= 2007, else 0",WLS,"sm.WLS(ftemployed, sm.add_constant(df[['daca_eligible', 'post_daca', 'eligible_x_post']]), weights=perwt).fit()",,,perwt,,0.2195157325838002,0.0004787904776384,458.4797377,33851424,success,159391.0
run_20260507T214725Z_6a6276,expanded,2026-05-07T21:47:25Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"year between 2013 and 2016 | hispan == 1 | bpl == 200 | citizen in {3, 4} | age between 16 and 64 | birthyr between 1978 and 1985 | birthqtr in {1, 2, 3, 4} | yrimmig > 0 and yrimmig <= 2007 | yrimmig <= birthyr + 15 | perwt > 0",((empstat == 1) & (uhrswork >= 35)).astype(int),((birthyr > 1981) | ((birthyr == 1981) & (birthqtr >= 3))),WLS,"result = smf.wls(""full_time ~ daca_eligible + birthyr_centered + unemp + lfpr + C(year) + C(statefip)"", data=df, weights=df[""perwt""]).fit(cov_type=""HC1"")",birthyr_centered | unemp | lfpr,C(year) | C(statefip),"df[""perwt""]",HC1,0.0309611529405687,0.0212588305337409,1.456390223,12101,success,7717.0
run_20260507T221824Z_82f7b7,expanded,2026-05-07T22:18:24Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 and year != 2012 | gq in (1, 2, 5) | hispan == 1 | bpl == 200 | citizen == 3 | 0 < yrimmig <= 2007 | birthyr >= 1982 | 15 <= age <= 35 | 12 <= (yrimmig - birthyr) <= 18","int((empstat in (1, 2)) and (uhrswork >= 35))",int((yrimmig <= 2007) and ((yrimmig - birthyr) < 16) and (birthyr >= 1982)),WLS,"fit = smf.wls(""full_time ~ daca_eligible + post:daca_eligible + age + I(age ** 2) + C(sex) + C(statefip) + C(year) + lfpr + unemp"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",post:daca_eligible | age | I(age ** 2) | lfpr | unemp,C(sex) | C(statefip) | C(year),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.06015202018376,0.0073717473460593,8.159804909,52701,success,23863.0
run_20260507T223218Z_45102b,expanded,2026-05-07T22:32:18Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 and year != 2012 | gq in (1, 2, 5) | hispan == 1 | bpl == 200 | citizen == 3 | 0 < yrimmig <= 2007 | birthyr >= 1982 | 15 <= age <= 35 | 12 <= (yrimmig - birthyr) <= 18","int((empstat in (1, 2)) and (uhrswork >= 35))",int((yrimmig <= 2007) and ((yrimmig - birthyr) < 16) and (birthyr >= 1982)),WLS,"fit = smf.wls(""full_time ~ daca_eligible + post:daca_eligible + age + I(age ** 2) + C(sex) + C(statefip) + C(year) + lfpr + unemp"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",post:daca_eligible | age | I(age ** 2) | lfpr | unemp,C(sex) | C(statefip) | C(year),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.06015202018376,0.0073717473460593,8.159804909,52701,success,23863.0
run_20260507T224809Z_88a814,expanded,2026-05-07T22:48:09Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 and year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | 1978 <= birthyr <= 1986 | yrimmig <= 2007 | uhrswork is not missing,(uhrswork >= 35).astype(int),(birthyr >= 1982).astype(int),WLS,"result = smf.wls('full_time ~ eligible:post + C(birthyr) + C(year) + C(statefip) + UNEMP + LFPR', data=df, weights=df['perwt']).fit(cov_type='cluster', cov_kwds={'groups': df['statefip']})",UNEMP | LFPR,C(birthyr) | C(year) | C(statefip),df['perwt'],cluster; {'groups': df['statefip']},0.0330844729969287,0.0054296261754888,6.093324278,134802,success,69434.0
run_20260507T230232Z_c7998b,expanded,2026-05-07T23:02:32Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | 0 < yrimmig <= 2007 | 15 <= age - (year - 2012) <= 40 | 0 <= age - (year - yrimmig) < 16,((uhrswork >= 35) & (uhrswork < 99)).astype(int),(age - (year - 2012) <= 30).astype(int),WLS,"model = smf.wls(""full_time ~ eligible * post + age_2012_c + age_2012_c_sq + C(statefip) + C(year) + lfpr + unemp + driverslicenses + everify + securecommunities"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": analysis_df[""statefip""]})",age_2012_c | age_2012_c_sq | lfpr | unemp | driverslicenses | everify | securecommunities,C(statefip) | C(year),"analysis_df[""perwt""]","cluster; {""groups"": analysis_df[""statefip""]}",0.257934808327024,0.0073835861948927,34.93354063,126401,success,94242.0
run_20260507T231631Z_e534c2,expanded,2026-05-07T23:16:31Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | 0 < yrimmig <= 2007 | 15 <= age - (year - 2012) <= 40 | 0 <= yrimmig - birthyr < 16 | perwt > 0,((uhrswork >= 35) & (uhrswork < 99)).astype(int),(age - (year - 2012) <= 30).astype(int),WLS,"model = smf.wls(""full_time ~ eligible * post + age_2012_c + age_2012_c_sq + C(statefip) + C(year) + lfpr + unemp + driverslicenses + everify + securecommunities"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": analysis_df[""statefip""]})",age_2012_c | age_2012_c_sq | lfpr | unemp | driverslicenses | everify | securecommunities,C(statefip) | C(year),"analysis_df[""perwt""]","cluster; {""groups"": analysis_df[""statefip""]}",0.257934808327024,0.0073835861948925,34.93354063,126401,success,94242.0
run_20260507T233604Z_1d9c8f,expanded,2026-05-07T23:36:04Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | 18 <= age <= 40 | yrimmig > 0,"df[""uhrswork""].ge(35).astype(int)","(df[""birthyr""] >= 1981) & (df[""yrimmig""] > 0) & (df[""yrimmig""] <= 2007) & (df[""yrimmig""] <= df[""birthyr""] + 15)",WLS,"result = smf.wls(""full_time ~ eligible + eligible:post + C(statefip) + C(year) + lfpr + unemp"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",eligible:post | lfpr | unemp,C(statefip) | C(year),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.0592592032082409,0.0036078115875248,16.42524887,341332,success,73202.0
run_20260508T001409Z_c0b67d,expanded,2026-05-08T00:14:09Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2013 <= year <= 2016 | hispan == 1 | bpl == 200 | citizen == 3 | 18 <= age <= 45 | yrimmig > 0 and birthyr > 0 | yrimmig <= 2006 | 0 <= yrimmig - birthyr <= 15 | 15 <= age - (year - 2012) <= 45,"((df[""empstat""] == 1) & (df[""uhrswork""] >= 35)).astype(float)","((df[""age_2012""].between(15, 30)) & (df[""yrimmig""] <= 2006) & ((df[""yrimmig""] - df[""birthyr""]) <= 15)).astype(float)",WLS,"model = smf.wls(""full_time ~ daca_eligible + age_2012 + I(age_2012 ** 2) + female + C(year) + C(statefip) + driverslicenses + instatetuition + statefinancialaid + higheredban + everify + limiteverify + omnibus + jail287g + unemp + lfpr"", data=sample, weights=sample[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": sample[""statefip""]})",age_2012 | I(age_2012 ** 2) | female | driverslicenses | instatetuition | statefinancialaid | higheredban | everify | limiteverify | omnibus | jail287g | unemp | lfpr,C(year) | C(statefip),"sample[""perwt""]","cluster; {""groups"": sample[""statefip""]}",0.0954252308018299,0.0132732951766033,7.189264575,43987,success,30978.0
run_20260508T004655Z_838d79,expanded,2026-05-08T00:46:55Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 and year != 2012 | hispan == 1 | bpl == 200 | citizen in (3, 4, 5) | yrimmig > 0 and birthyr > 0 | 0 <= yrimmig - birthyr <= 15 | yrimmig <= 2006 | 15 <= age - (year - 2012) <= 40","((df[""empstat""] == 1) & (df[""uhrswork""] >= 35)).astype(float)","((df[""age_2012""].between(15, 30)) & (df[""yrimmig""] <= 2006) & ((df[""yrimmig""] - df[""birthyr""]) <= 15)).astype(float)",WLS,"model = smf.wls(""full_time ~ daca_eligible + daca_eligible_post + age_2012 + I(age_2012 ** 2) + female + C(year) + C(statefip) + driverslicenses + instatetuition + statefinancialaid + higheredban + everify + limiteverify + omnibus + jail287g + unemp + lfpr"", data=sample, weights=sample[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": sample[""statefip""]})",daca_eligible_post | age_2012 | I(age_2012 ** 2) | female | driverslicenses | instatetuition | statefinancialaid | higheredban | everify | limiteverify | omnibus | jail287g | unemp | lfpr,C(year) | C(statefip),"sample[""perwt""]","cluster; {""groups"": sample[""statefip""]}",0.2209619035496478,0.0061018370506563,36.21235731,125096,success,92937.0
run_20260508T010815Z_88a430,expanded,2026-05-08T01:08:15Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 | year != 2012 | gq in {1, 2, 5} | hispan == 1 | bpl == 200 | citizen in {3, 4, 5} | 15 <= age <= 40 | yrimmig > 0 | empstat in {1, 2, 3}",((empstat == 1) & (uhrswork >= 35)).astype(int),((year - age >= 1981) & ((year - age - yrimmig) < 16) & (yrimmig <= 2007)),WLS,"result = smf.wls(""full_time ~ eligible * post_daca + C(age) + C(year) + C(statefip) + unemp + lfpr + driverslicenses + instatetuition + statefinancialaid + higheredban + everify + limiteverify + omnibus + task287g + jail287g + securecommunities"", data=model_df, weights=model_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": model_df[""statefip""]})",unemp | lfpr | driverslicenses | instatetuition | statefinancialaid | higheredban | everify | limiteverify | omnibus | task287g | jail287g | securecommunities,C(age) | C(year) | C(statefip),"model_df[""perwt""]","cluster; {""groups"": model_df[""statefip""]}",0.0876643704884151,0.0875531475648944,1.001270348,1764,success,
run_20260508T013014Z_e05644,expanded,2026-05-08T01:30:14Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 | year != 2012 | hispan == 1 | bpl == 200 | citizen in {3, 5} | 1977 <= birthyr <= 1997 | 0 <= yrimmig - birthyr <= 15 | yrimmig <= 2007",((empstat == 1) & (uhrswork >= 35)).astype(int),(birthyr >= 1982).astype(int),WLS,"model = smf.wls(formula=formula, data=sample, weights=sample[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": sample[""statefip""]})",driverslicenses | instatetuition | statefinancialaid | higheredban | everify | limiteverify | omnibus | task287g | jail287g | securecommunities | lfpr | unemp,C(birthyr) | C(statefip) | C(year),"sample[""perwt""]","cluster; {""groups"": sample[""statefip""]}",0.2378296432840302,0.0094951460913241,25.047497,112109,success,94242.0
run_20260508T014857Z_0fa75a,expanded,2026-05-08T01:48:57Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 | year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | 15 <= age <= 40 | yrimmig > 0 | yrimmig <= 2007 | birthyr <= 1997 | 0 <= yrimmig - birthyr <= 15 | empstat in {1, 2, 3}",((empstat == 1) & (uhrswork >= 35)).astype(int),((birthyr >= 1982) & (birthyr <= 1997) & (yrimmig <= 2007) & ((yrimmig - birthyr) <= 15)).astype(int),WLS,"model = smf.wls(""full_time ~ eligible + eligible:post + C(age) + C(statefip) + C(year) + lfpr + unemp"", data=model_df, weights=model_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": model_df[""statefip""]})",eligible:post | lfpr | unemp,C(age) | C(statefip) | C(year),"model_df[""perwt""]","cluster; {""groups"": model_df[""statefip""]}",0.0154082643148253,0.0115451867355711,1.334605032,112933,success,77819.0
run_20260508T020806Z_699aeb,expanded,2026-05-08T02:08:06Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"statefip.between(1, 56) | year.between(2006, 2016) | year != 2012 | hispan == 1 | bpl == 200 | citizen.isin([3, 4, 5]) | age.between(16, 40) | yrimmig > 0 | yrsusa1 > 0 | empstat.isin([1, 2, 3])",((empstat == 1) & (uhrswork >= 35)).astype(int),((age + (2012 - year) < 31) & ((age - yrsusa1) < 16) & (yrimmig <= 2007)).astype(int),WLS,"smf.wls(""full_time ~ eligible * post + age + I(age ** 2) + C(statefip)"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",age | I(age ** 2),C(statefip),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.0296016698074875,0.0062185478302442,4.76022226,349728,success,81508.0
run_20260508T022836Z_279e1b,expanded,2026-05-08T02:28:36Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"year >= 2006 and year <= 2016 | year != 2012 | hispan == 1 | bpl == 200 | citizen in (3, 4, 5) | birthyr >= 1978 and birthyr <= 1996 | age >= 16 and age <= 40 | yrimmig >= 1900 and yrimmig <= 2007",((empstat == 1) and (uhrswork >= 35)),((birthyr >= 1982) and (birthyr <= 1996) and (yrimmig >= 1900) and (yrimmig <= 2007) and ((yrimmig - birthyr) < 16)),WLS,"result = smf.wls(""full_time ~ eligible * post + C(birthyr) + C(year) + C(statefip) + C(sex) + DRIVERSLICENSES + INSTATETUITION + STATEFINANCIALAID + HIGHEREDBAN + EVERIFY + LIMITEVERIFY + OMNIBUS + TASK287G + JAIL287G + SECURECOMMUNITIES + LFPR + UNEMP"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": analysis_df[""statefip""]})",DRIVERSLICENSES | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | TASK287G | JAIL287G | SECURECOMMUNITIES | LFPR | UNEMP,C(birthyr) | C(year) | C(statefip) | C(sex),"analysis_df[""perwt""]","cluster; {""groups"": analysis_df[""statefip""]}",0.1821246634794009,0.0039362162285566,46.26896819,197776,success,77055.0
run_20260508T024829Z_1b2421,expanded,2026-05-08T02:48:29Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"Keep ACS observations from 2013-2016 only. | Restrict to ethnically Mexican respondents born in Mexico (hispan == 1 and bpl == 200). | Restrict to noncitizens or status-not-reported cases (citizen in {3, 4, 5}). | Restrict to ages 18-45 with positive person weights and valid usual hours (0-98). | Restrict to plausible childhood arrivals with yrimmig <= 2007 and 0 <= yrimmig - birthyr <= 15.","((chunk[""empstat""] == 1) & (chunk[""uhrswork""] >= 35)).astype(int)","(((chunk[""age""] - (chunk[""year""] - 2012)) <= 30) & (chunk[""yrimmig""] <= 2007) & ((chunk[""yrimmig""] - chunk[""birthyr""]) <= 15)).astype(int)",WLS,"model = smf.wls(""full_time ~ daca_eligible + C(year) + C(statefip) + age + I(age ** 2) + C(sex) + unemp + lfpr + driverslicenses + everify"", data=sample, weights=sample[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": sample[""statefip""]})",age | I(age ** 2) | unemp | lfpr | driverslicenses | everify,C(year) | C(statefip) | C(sex),"sample[""perwt""]","cluster; {""groups"": sample[""statefip""]}",0.0902062109930025,0.0147022756698383,6.135527113,44926,success,31922.0
run_20260508T030855Z_0a46b1,expanded,2026-05-08T03:08:55Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016, excluding 2012 as the transition year | hispan == 1 | bpl == 200 | citizen == 3 | 18 <= age <= 34 | perwt > 0 | yrimmig > 0 and birthyr > 0 | empstat in {1, 2, 3, 9} and uhrswork >= 0","((df[""empstat""] == 1) & (df[""uhrswork""] >= 35)).astype(int)","((df[""birthyr""] >= 1982) & (df[""yrimmig""] <= 2007) & ((df[""yrimmig""] - df[""birthyr""]) <= 15) & ((df[""yrimmig""] - df[""birthyr""]) >= 0)).astype(int)",WLS,"result = smf.wls(""full_time ~ daca_eligible * post + C(age) + C(sex) + C(year) + C(statefip) + unemp + lfpr"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",unemp | lfpr,C(age) | C(sex) | C(year) | C(statefip),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.0118776844420976,0.0040739145370187,2.915545806,234414,success,68300.0
run_20260508T033326Z_7ab9e3,expanded,2026-05-08T03:33:26Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2013 <= year <= 2016 | hispan == 1 | bpl == 200 | citizen in {3, 4} | 16 <= age <= 34","((df[""empstat""] == 1) & (df[""uhrswork""] >= 35)).astype(int)","((df[""age""] - (df[""year""] - 2012) <= 30) & ((df[""age""] - df[""yrsusa1""]) < 16) & (df[""yrsusa1""] >= (df[""year""] - 2007))).astype(int)",WLS,"model = smf.wls(formula, data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",age | I(age ** 2) | DRIVERSLICENSES | INSTATETUITION | STATEFINANCIALAID | HIGHEREDBAN | EVERIFY | LIMITEVERIFY | OMNIBUS | JAIL287G | LFPR | UNEMP,C(year),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.004532901314063,0.0039005668071043,1.162113492,80043,success,36075.0
run_20260508T035817Z_24de0a,expanded,2026-05-08T03:58:17Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"year >= 2013 and year <= 2016 | hispan == 1 | bpl == 200 | citizen in (3, 4, 5) | age >= 18 and age <= 45 | yrimmig > 0 | birthyr > 0 | (yrimmig - birthyr) >= 0","((sample[""empstat""] == 1) & (sample[""uhrswork""] >= 35)).astype(float)","((sample[""yrimmig""] <= 2007) & ((sample[""yrimmig""] - sample[""birthyr""]) <= 15) & (sample[""birthyr""] >= 1982)).astype(float)",WLS,"model = smf.wls(""full_time ~ daca_eligible + age + I(age ** 2) + sex_female + C(year) + C(statefip)"", data=sample, weights=sample[""perwt""]).fit(cov_type=""HC1"")",age | I(age ** 2) | sex_female,C(year) | C(statefip),"sample[""perwt""]",HC1,0.0360257994144405,0.0044479595971668,8.099398978,148196,success,31935.0
run_20260512T142620Z_0b4fce,expanded,2026-05-12T14:26:20Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 | year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | yrimmig > 0 | yrimmig <= 2007 | 0 <= yrimmig - birthyr <= 15 | 18 <= age <= 45 | empstat in {1, 2, 3} | 0 <= uhrswork <= 98 | perwt > 0","((sample[""empstat""] == 1) & (sample[""uhrswork""] >= 35)).astype(int)","((sample[""birthyr""] >= 1982) & (sample[""yrimmig""] > 0) & (sample[""yrimmig""] <= 2007) & ((sample[""yrimmig""] - sample[""birthyr""]) <= 15)).astype(int)",WLS,"result = smf.wls(""full_time ~ daca_eligible + daca_eligible_post + age + I(age ** 2) + C(sex) + C(year) + C(statefip) + lfpr + unemp"", data=sample, weights=sample[""perwt""] / 100.0).fit(cov_type=""cluster"", cov_kwds={""groups"": sample[""statefip""]})",daca_eligible_post | age | I(age ** 2) | lfpr | unemp,C(sex) | C(year) | C(statefip),"sample[""perwt""] / 100.0","cluster; {""groups"": sample[""statefip""]}",-0.0063113808675044,0.0058263885552829,-1.08324064,112355,success,68272.0
run_20260512T145300Z_e306c2,expanded,2026-05-12T14:53:00Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2006 <= year <= 2016 and year != 2012 | hispan == 1 | bpl == 200 | citizen == 3 | 15 <= age <= 40 | birthyr > 0 and yrimmig > 0 and yrimmig <= year | empstat in {1, 2, 3}",((empstat == 1) & (uhrswork >= 35)).astype(int),((birthyr >= 1982) & (yrimmig <= 2007) & ((yrimmig - birthyr) <= 15)),WLS,"result = smf.wls(""full_time ~ eligible + eligible:post + C(statefip) + C(year) + C(age) + lfpr + unemp"", data=analysis_df, weights=analysis_df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": analysis_df[""statefip""]})",eligible:post | lfpr | unemp,C(statefip) | C(year) | C(age),"analysis_df[""perwt""]","cluster; {""groups"": analysis_df[""statefip""]}",0.017295516599121,0.0036612503716468,4.723937137,355188,success,81508.0
run_20260512T151432Z_30bccb,expanded,2026-05-12T15:14:32Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,2006 <= year <= 2016 | hispan == 1 | bpl == 200 | citizen == 3 | 18 <= age <= 34 | birthyr >= 1982 | 0 < yrimmig <= 2007 | yrimmig >= birthyr | perwt > 0,"((df[""empstat""] == 1) & (df[""uhrswork""] >= 35)).astype(int)","((df[""birthyr""] >= 1982) & (df[""yrimmig""] <= 2007) & ((df[""yrimmig""] - df[""birthyr""]) <= 15)).astype(int)",WLS,"model = smf.wls(""full_time ~ daca_eligible * post_daca + age + sex_female + C(year)"", data=df, weights=df[""perwt""]).fit(cov_type=""cluster"", cov_kwds={""groups"": df[""statefip""]})",age | sex_female,C(year),"df[""perwt""]","cluster; {""groups"": df[""statefip""]}",0.0945095874903205,0.0047480445525832,19.90494959,136415,success,75979.0
run_20260512T155855Z_862177,expanded,2026-05-12T15:58:55Z,,gpt-5.4-mini,gpt-5.4-mini,,,available,"2013 <= year <= 2016 | hispan == 1 | bpl == 200 | citizen in (3, 4, 5) | 18 <= age <= 45 | birthyr > 0 | yrimmig > 0 | yrimmig >= birthyr | perwt > 0","((df[""empstat""] == 1) & (df[""uhrswork""] >= 35)).astype(int)","((df[""birthyr""] >= 1982) & (df[""yrimmig""] <= 2007) & ((df[""yrimmig""] - df[""birthyr""]) <= 15)).astype(int)",WLS,"model = smf.wls(""full_time ~ daca_eligible + age + I(age ** 2) + sex_female + C(year) + C(statefip)"", data=sample, weights=sample[""perwt""]).fit(cov_type=""HC1"")",age | I(age ** 2) | sex_female,C(year) | C(statefip),"sample[""perwt""]",HC1,0.0360257994144405,0.0044479595971668,8.099398978,148196,success,31935.0
